aid,reporting,reporting_ref,funder_ref,title,status_code,day_start,day_end,description,commitment,spend,commitment_eur,spend_eur,commitment_gbp,spend_gbp,commitment_cad,spend_cad,country_code,country_percent,sector_group,sector_code,sector_percent,location_code,location_name,location_longitude,location_latitude,location_precision,location_percent,iso3,iso2,activity_id
US-GOV-1-7200AA19M00019,U.S. Agency for International Development,US-GOV-1,US-GOV-1,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,Implementation,2019-10-15,2024-10-14,"This program supports the Mission's goal for an independent, prosperous, and healthy Ukraine united around core European values in one or more of the following sectors: strengthening of democratic governance, and more inclusive, sustainable, market-driven economic growth.",89140056,51820360,80545000,46937224,70053190,40834604,117778190,68637890,Ukraine,0.8704214,"Health, General",Health policy and administrative management,0.1403703,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=US-GOV-1-7200AA19M00019
US-GOV-1-7200AA19M00019,U.S. Agency for International Development,US-GOV-1,US-GOV-1,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,Implementation,2019-10-15,2024-10-14,"This program supports the Mission's goal for an independent, prosperous, and healthy Ukraine united around core European values in one or more of the following sectors: strengthening of democratic governance, and more inclusive, sustainable, market-driven economic growth.",89140056,51820360,80545000,46937224,70053190,40834604,117778190,68637890,Ukraine,0.8704214,Basic Health,Infectious disease control,23.01138,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=US-GOV-1-7200AA19M00019
US-GOV-1-7200AA19M00019,U.S. Agency for International Development,US-GOV-1,US-GOV-1,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,Implementation,2019-10-15,2024-10-14,"This program supports the Mission's goal for an independent, prosperous, and healthy Ukraine united around core European values in one or more of the following sectors: strengthening of democratic governance, and more inclusive, sustainable, market-driven economic growth.",89140056,51820360,80545000,46937224,70053190,40834604,117778190,68637890,Ukraine,0.8704214,Basic Health,Malaria control,3.7002544,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=US-GOV-1-7200AA19M00019
US-GOV-1-7200AA19M00019,U.S. Agency for International Development,US-GOV-1,US-GOV-1,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,Implementation,2019-10-15,2024-10-14,"This program supports the Mission's goal for an independent, prosperous, and healthy Ukraine united around core European values in one or more of the following sectors: strengthening of democratic governance, and more inclusive, sustainable, market-driven economic growth.",89140056,51820360,80545000,46937224,70053190,40834604,117778190,68637890,Ukraine,0.8704214,Basic Health,Tuberculosis control,24.726568,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=US-GOV-1-7200AA19M00019
US-GOV-1-7200AA19M00019,U.S. Agency for International Development,US-GOV-1,US-GOV-1,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,Implementation,2019-10-15,2024-10-14,"This program supports the Mission's goal for an independent, prosperous, and healthy Ukraine united around core European values in one or more of the following sectors: strengthening of democratic governance, and more inclusive, sustainable, market-driven economic growth.",89140056,51820360,80545000,46937224,70053190,40834604,117778190,68637890,Ukraine,0.8704214,Government & Civil Society-general,Human rights,0.86997396,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=US-GOV-1-7200AA19M00019
US-GOV-1-7200AA19M00019,U.S. Agency for International Development,US-GOV-1,US-GOV-1,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,Implementation,2019-10-15,2024-10-14,"This program supports the Mission's goal for an independent, prosperous, and healthy Ukraine united around core European values in one or more of the following sectors: strengthening of democratic governance, and more inclusive, sustainable, market-driven economic growth.",89140056,51820360,80545000,46937224,70053190,40834604,117778190,68637890,Ukraine,0.8704214,General Environment Protection,Environmental policy and administrative management,0.28999132,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=US-GOV-1-7200AA19M00019
SE-0-SE-6-12150A0101-UKR-43010,Sweden,SE-0,SE,SDP Ukraine 2019 AS,Implementation,2019-10-18,2023-12-31,Bidra till genomförandet av Agenda 2030 genom att tillhandahålla personal inom prioriterade ämnesområden. Bidra till delmålen inom kapacitetsutvecklingsstrategin som syftar till en bredare svensk resursbas genom att: 1) Öka svensk representation på strategiska tjänster i internationellt utvecklingssamarbete.2) Öka användning och återföring av svensk kompetens och erfarenhet inom internationellt utvecklingssamarbete,466825.7,479074.2,420087.9,417714.5,355757.66,361604.72,614731.8,622095.6,Ukraine,100,Other Multisector,,50,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=SE-0-SE-6-12150A0101-UKR-43010
SE-0-SE-6-12150A0101-UKR-43010,Sweden,SE-0,SE,SDP Ukraine 2019 AS,Implementation,2019-10-18,2023-12-31,Bidra till genomförandet av Agenda 2030 genom att tillhandahålla personal inom prioriterade ämnesområden. Bidra till delmålen inom kapacitetsutvecklingsstrategin som syftar till en bredare svensk resursbas genom att: 1) Öka svensk representation på strategiska tjänster i internationellt utvecklingssamarbete.2) Öka användning och återföring av svensk kompetens och erfarenhet inom internationellt utvecklingssamarbete,466825.7,479074.2,420087.9,417714.5,355757.66,361604.72,614731.8,622095.6,Ukraine,100,Other Multisector,Multisector aid,50,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=SE-0-SE-6-12150A0101-UKR-43010
DE-1-201939040-0,Federal Ministry for Economic Cooperation and Development (BMZ),DE-1,DE,Improving employment capacities and social inclusion of people with special needs in the Ukraine,Implementation,2019-11-01,2023-10-31,Improving employment capacities and social inclusion of people with special needs in the Ukraine,288926.88,81710.37,260000,75000,220184.84,65381.67,380468.66,110320.77,Ukraine,100,Other Social Infrastructure & Services,Social Protection,100,,Kyiv,30.5238,50.45466,2,,UKR,UA,http://d-portal.org/q.html?aid=DE-1-201939040-0
XM-DAC-41114-OUTPUT-00109217,United Nations Development Programme,XM-DAC-41114,UNDP,SME Development,Implementation,2019-11-01,2023-10-31,"The objective of the project is to enhance growth and competitiveness and strengthen the voice of SMEs in Ukraine through more professional, demand-driven and client-oriented Business Membership Organizations.",1884992,1870624,1779157.8,1685569.5,1548668.9,1461000.6,2561403.5,2459294.5,Ukraine,100,Government & Civil Society-general,Administration of developing countries' foreign aid,100,,Ukraine,32,49,1,,UKR,UA,http://d-portal.org/q.html?aid=XM-DAC-41114-OUTPUT-00109217
XM-DAC-41114-PROJECT-00110134,United Nations Development Programme,XM-DAC-41114,UNDP,Strengthening SME Membership Organizations (Phase II),Implementation,2019-11-01,2023-10-31,The Project objective is to scale up the activities under the Phase I and accelerate the development of the SME sector in Ukraine,0,0,0,0,0,0,0,0,Ukraine,100,Government & Civil Society-general,Administration of developing countries' foreign aid,100,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=XM-DAC-41114-PROJECT-00110134
DE-1-201918135,Federal Ministry for Economic Cooperation and Development (BMZ),DE-1,DE,Strengthening resources for sustainable development of host communities in Eastern Ukraine,Implementation,2019-11-01,2023-12-31,"Capacities of relevant local actors and institutions in hosting communities are strengthened to provide efficient, demand-oriented and integrated social and medical services for the sustainable and peaceful development",13040603,12539493,11735000,11509702,9937958,10033647,17172306,16930122,Ukraine,100,"Health, General",Health policy and administrative management,100,,Kyiv,30.5238,50.45466,2,,UKR,UA,http://d-portal.org/q.html?aid=DE-1-201918135
DE-1-201821982,Federal Ministry for Economic Cooperation and Development (BMZ),DE-1,DE,Special Assistance Program in Ukraine,Implementation,2019-11-01,2024-03-31,This information is not available for this project.,89178384,31016212,80250000,28469042,67960904,24818048,117433110,41876356,Ukraine,100,"Health, General",Health policy and administrative management,40,,Kyiv,30.5238,50.45466,2,,UKR,UA,http://d-portal.org/q.html?aid=DE-1-201821982
DE-1-201821982,Federal Ministry for Economic Cooperation and Development (BMZ),DE-1,DE,Special Assistance Program in Ukraine,Implementation,2019-11-01,2024-03-31,This information is not available for this project.,89178384,31016212,80250000,28469042,67960904,24818048,117433110,41876356,Ukraine,100,"Health, General",Medical education/training,30,,Kyiv,30.5238,50.45466,2,,UKR,UA,http://d-portal.org/q.html?aid=DE-1-201821982
DE-1-201821982,Federal Ministry for Economic Cooperation and Development (BMZ),DE-1,DE,Special Assistance Program in Ukraine,Implementation,2019-11-01,2024-03-31,This information is not available for this project.,89178384,31016212,80250000,28469042,67960904,24818048,117433110,41876356,Ukraine,100,Basic Health,Basic health infrastructure,30,,Kyiv,30.5238,50.45466,2,,UKR,UA,http://d-portal.org/q.html?aid=DE-1-201821982
SE-0-SE-6-12839A0101-UKR-15150,Sweden,SE-0,SE,Consultancy Support to CSO Development in Ukraine,Implementation,2019-11-15,2024-06-30,"The Embassy in Ukraine is keen to continue to support civil society organisations (CSOs) to become sustainable, well-managed and capacitated to promote changes and reforms in Ukraine. The previous consultancy contract has expired and the Embassy in Kyiv would like to procure a new consultancy with a special expertise in organizational/institutional development area of CSOs.",377958.94,401286.66,340118.34,341912.84,288034.25,300302.3,497709.1,513936.88,Ukraine,100,Government & Civil Society-general,Democratic participation and civil society,50,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=SE-0-SE-6-12839A0101-UKR-15150
SE-0-SE-6-12839A0102-UKR-15150,Sweden,SE-0,SE,Consultancy Support to CSO Development in Ukraine,Implementation,2019-11-15,2024-06-30,"The Embassy in Ukraine is keen to continue to support civil society organisations (CSOs) to become sustainable, well-managed and capacitated to promote changes and reforms in Ukraine. The previous consultancy contract has expired and the Embassy in Kyiv would like to procure a new consultancy with a special expertise in organizational/institutional development area of CSOs.",599575,106579.02,539546.56,100595.06,456923,87563.03,789540.56,144823.89,Ukraine,100,Government & Civil Society-general,,50,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=SE-0-SE-6-12839A0102-UKR-15150
SE-0-SE-6-12839A0101-UKR-15150,Sweden,SE-0,SE,Consultancy Support to CSO Development in Ukraine,Implementation,2019-11-15,2024-06-30,"The Embassy in Ukraine is keen to continue to support civil society organisations (CSOs) to become sustainable, well-managed and capacitated to promote changes and reforms in Ukraine. The previous consultancy contract has expired and the Embassy in Kyiv would like to procure a new consultancy with a special expertise in organizational/institutional development area of CSOs.",377958.94,401286.66,340118.34,341912.84,288034.25,300302.3,497709.1,513936.88,Ukraine,100,Government & Civil Society-general,,50,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=SE-0-SE-6-12839A0101-UKR-15150
SE-0-SE-6-12839A0102-UKR-15150,Sweden,SE-0,SE,Consultancy Support to CSO Development in Ukraine,Implementation,2019-11-15,2024-06-30,"The Embassy in Ukraine is keen to continue to support civil society organisations (CSOs) to become sustainable, well-managed and capacitated to promote changes and reforms in Ukraine. The previous consultancy contract has expired and the Embassy in Kyiv would like to procure a new consultancy with a special expertise in organizational/institutional development area of CSOs.",599575,106579.02,539546.56,100595.06,456923,87563.03,789540.56,144823.89,Ukraine,100,Government & Civil Society-general,Democratic participation and civil society,50,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=SE-0-SE-6-12839A0102-UKR-15150
US-GOV-1-72012120CA00001,U.S. Agency for International Development,US-GOV-1,US-GOV-1,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,Implementation,2019-11-15,2026-11-13,"This program supports the Mission's goal for an independent, prosperous, and healthy Ukraine united around core European values in one or more of the following sectors: strengthening of democratic governance, and more inclusive, sustainable, market-driven economic growth.",73603824,32796192,68516470,29914160,59270404,25975054,98897736,43511260,Ukraine,100,Agriculture,Agricultural policy and administrative management,76.2868,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=US-GOV-1-72012120CA00001
US-GOV-1-72012120CA00001,U.S. Agency for International Development,US-GOV-1,US-GOV-1,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,Implementation,2019-11-15,2026-11-13,"This program supports the Mission's goal for an independent, prosperous, and healthy Ukraine united around core European values in one or more of the following sectors: strengthening of democratic governance, and more inclusive, sustainable, market-driven economic growth.",73603824,32796192,68516470,29914160,59270404,25975054,98897736,43511260,Ukraine,100,Business & Other Services,Business policy and administration,23.7132,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=US-GOV-1-72012120CA00001
XI-IATI-EC_NEAR-2019/411-746,European Commission - DG Neighbourhood and Enlargement Negotiations,XI-IATI-EC_NEAR,EU,Further support to implementation of EU-Ukraine Association Agreement in transport sector and of the National Transport Strategy in Ukraine,Implementation,2019-11-29,2023-07-31,The objective of the project is to contribute to the further development and reform of the transport sector in Ukraine through regulatory convergence across transport modes and capacity building.,0,2535252.8,0,2327048,0,2028617.1,0,3422956.2,Ukraine,100,Transport & Storage,Transport policy and administrative management,100,,,30.5166,50.4334,,,UKR,UA,http://d-portal.org/q.html?aid=XI-IATI-EC_NEAR-2019/411-746
SE-0-SE-6-12046A0101-UKR-15112,Sweden,SE-0,SE,SALAR/SKR: Support decentralization in Ukraine Phase II,Implementation,2019-12-12,2024-12-31,"Reprogrammed funds to mitigate the impact of COVID-19\nSwedish Association of Local Authorities and Regions (SALAR) has applied to Sida for funding of 41 710 000 SEK to carry out the ""Support Decentralization in Ukraine Phase II Programme"" in Ukraine during the activity period 2020 - 2022. \n\nThe intervention aims at strengthening democracy, improving governance and better service delivery to the citizens of Ukraine (women, men, boys and girls) by \n\n1)  supporting the Ministry of Education of Ukraine to implement improvements to the formula for allocating education grants (subventions) to sub-national governments by building the Ministry’s capacities in data collection, analysis and evidence-based decision-making (including transparency, openness, accountability, participation, fairness (non-discriminatory) and gender-responsiveness); \n\n2) increasing capacity of the relevant state institutions (in particular Ministry of Community Development and Territories and Ministry of Finance) to analyze the financial data and use the financial data and analytics to inform policy; \n\n3) supporting the Association of Amalgamated communities to become a stronger advocate for the interests of local communities and \n\n4) providing relevant Parliamentary committees with important insights and knowledge particularly as it relates to issues of legislative processes, dialogue, transparency, accountability and gender responsiveness. The intervention builds upon the results and lessons of previous 5 years programme on the support to the reform of local self-governance in Ukraine.\n\nThe intervention’s total budget is 41 710 000 SEK, out of which approximately 900 000 SEK will be allocated for the programme evaluation (to be procured by the cooperation partner). Sida will be the only funder of the intervention.",4124409,4352010.5,3711480.2,3878992,3143122,3289711,5431161,5641824.5,Ukraine,100,Government & Civil Society-general,,50,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=SE-0-SE-6-12046A0101-UKR-15112
SE-0-SE-6-12046A0102-UKR-15112,Sweden,SE-0,SE,SALAR/SKR: Support decentralization in Ukraine Phase II,Implementation,2019-12-12,2024-12-31,"Reprogrammed funds to mitigate the impact of COVID-19\nSwedish Association of Local Authorities and Regions (SALAR) has applied to Sida for funding of 41 710 000 SEK to carry out the ""Support Decentralization in Ukraine Phase II Programme"" in Ukraine during the activity period 2020 - 2022. \n\nThe intervention aims at strengthening democracy, improving governance and better service delivery to the citizens of Ukraine (women, men, boys and girls) by \n\n1)  supporting the Ministry of Education of Ukraine to implement improvements to the formula for allocating education grants (subventions) to sub-national governments by building the Ministry’s capacities in data collection, analysis and evidence-based decision-making (including transparency, openness, accountability, participation, fairness (non-discriminatory) and gender-responsiveness); \n\n2) increasing capacity of the relevant state institutions (in particular Ministry of Community Development and Territories and Ministry of Finance) to analyze the financial data and use the financial data and analytics to inform policy; \n\n3) supporting the Association of Amalgamated communities to become a stronger advocate for the interests of local communities and \n\n4) providing relevant Parliamentary committees with important insights and knowledge particularly as it relates to issues of legislative processes, dialogue, transparency, accountability and gender responsiveness. The intervention builds upon the results and lessons of previous 5 years programme on the support to the reform of local self-governance in Ukraine.\n\nThe intervention’s total budget is 41 710 000 SEK, out of which approximately 900 000 SEK will be allocated for the programme evaluation (to be procured by the cooperation partner). Sida will be the only funder of the intervention.",4330766.5,4051494.8,3897177.5,3824020.8,3300382.5,3328621,5702899.5,5505335,Ukraine,100,Government & Civil Society-general,,50,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=SE-0-SE-6-12046A0102-UKR-15112
SE-0-SE-6-12046A0102-UKR-15112,Sweden,SE-0,SE,SALAR/SKR: Support decentralization in Ukraine Phase II,Implementation,2019-12-12,2024-12-31,"Reprogrammed funds to mitigate the impact of COVID-19\nSwedish Association of Local Authorities and Regions (SALAR) has applied to Sida for funding of 41 710 000 SEK to carry out the ""Support Decentralization in Ukraine Phase II Programme"" in Ukraine during the activity period 2020 - 2022. \n\nThe intervention aims at strengthening democracy, improving governance and better service delivery to the citizens of Ukraine (women, men, boys and girls) by \n\n1)  supporting the Ministry of Education of Ukraine to implement improvements to the formula for allocating education grants (subventions) to sub-national governments by building the Ministry’s capacities in data collection, analysis and evidence-based decision-making (including transparency, openness, accountability, participation, fairness (non-discriminatory) and gender-responsiveness); \n\n2) increasing capacity of the relevant state institutions (in particular Ministry of Community Development and Territories and Ministry of Finance) to analyze the financial data and use the financial data and analytics to inform policy; \n\n3) supporting the Association of Amalgamated communities to become a stronger advocate for the interests of local communities and \n\n4) providing relevant Parliamentary committees with important insights and knowledge particularly as it relates to issues of legislative processes, dialogue, transparency, accountability and gender responsiveness. The intervention builds upon the results and lessons of previous 5 years programme on the support to the reform of local self-governance in Ukraine.\n\nThe intervention’s total budget is 41 710 000 SEK, out of which approximately 900 000 SEK will be allocated for the programme evaluation (to be procured by the cooperation partner). Sida will be the only funder of the intervention.",4330766.5,4051494.8,3897177.5,3824020.8,3300382.5,3328621,5702899.5,5505335,Ukraine,100,Government & Civil Society-general,Decentralisation and support to subnational government,50,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=SE-0-SE-6-12046A0102-UKR-15112
SE-0-SE-6-12046A0101-UKR-15112,Sweden,SE-0,SE,SALAR/SKR: Support decentralization in Ukraine Phase II,Implementation,2019-12-12,2024-12-31,"Reprogrammed funds to mitigate the impact of COVID-19\nSwedish Association of Local Authorities and Regions (SALAR) has applied to Sida for funding of 41 710 000 SEK to carry out the ""Support Decentralization in Ukraine Phase II Programme"" in Ukraine during the activity period 2020 - 2022. \n\nThe intervention aims at strengthening democracy, improving governance and better service delivery to the citizens of Ukraine (women, men, boys and girls) by \n\n1)  supporting the Ministry of Education of Ukraine to implement improvements to the formula for allocating education grants (subventions) to sub-national governments by building the Ministry’s capacities in data collection, analysis and evidence-based decision-making (including transparency, openness, accountability, participation, fairness (non-discriminatory) and gender-responsiveness); \n\n2) increasing capacity of the relevant state institutions (in particular Ministry of Community Development and Territories and Ministry of Finance) to analyze the financial data and use the financial data and analytics to inform policy; \n\n3) supporting the Association of Amalgamated communities to become a stronger advocate for the interests of local communities and \n\n4) providing relevant Parliamentary committees with important insights and knowledge particularly as it relates to issues of legislative processes, dialogue, transparency, accountability and gender responsiveness. The intervention builds upon the results and lessons of previous 5 years programme on the support to the reform of local self-governance in Ukraine.\n\nThe intervention’s total budget is 41 710 000 SEK, out of which approximately 900 000 SEK will be allocated for the programme evaluation (to be procured by the cooperation partner). Sida will be the only funder of the intervention.",4124409,4352010.5,3711480.2,3878992,3143122,3289711,5431161,5641824.5,Ukraine,100,Government & Civil Society-general,Decentralisation and support to subnational government,50,,,,,,,UKR,UA,http://d-portal.org/q.html?aid=SE-0-SE-6-12046A0101-UKR-15112
XI-IATI-EC_INTPA-2019/401-343,European Commission - International Partnerships,XI-IATI-EC_INTPA,XI-IATI-EC_INTPA,"Cooperation with the International Atomic Energy Agency's Departments of Technical Cooperation, and  Nuclear Safety and Security",Implementation,2019-12-13,2025-12-12,1: Enhancing the use of seismic experience data (by NS);2: Improving nuclear safety for embarking countries: developing competencies for reviewing the site evaluation chapter of the SAR (by NS)3: International School for Nuclear and Radiological Leadership for Safety (by NS);4  Strengthening education and training in radiation safety and sustaining human resources development and nuclear knowledge management in Africa (by TC). 5Contribution to Solid Radioactive Waste Management at the Vinc,0,2483438.5,0,2279489,0,1987157.4,0,3352999.8,Ukraine,100,Post-Secondary Education,Advanced technical and managerial training,100,,,30.5166,50.4334,,,UKR,UA,http://d-portal.org/q.html?aid=XI-IATI-EC_INTPA-2019/401-343
XI-IATI-EC_NEAR-2019/408-375,European Commission - DG Neighbourhood and Enlargement Negotiations,XI-IATI-EC_NEAR,EU,Ukraine Water System Modernisation,Implementation,2019-12-17,2024-12-16,Ukraine Water System Modernisation -,0,3431835.5,0,3150000,0,2746030.2,0,4633472.5,Ukraine,100,Water Supply & Sanitation,Water sector policy and administrative management,100,,,30.5166,50.4334,,,UKR,UA,http://d-portal.org/q.html?aid=XI-IATI-EC_NEAR-2019/408-375
XI-IATI-EC_NEAR-2019/406-079,European Commission - DG Neighbourhood and Enlargement Negotiations,XI-IATI-EC_NEAR,EU,Support of Integration of the Ukrainian Power Grid into the Synchronous Area Continental Europe (CESA),Implementation,2019-12-17,2028-06-16,"The project is to support Ukrenergo, Ukrainian power transmission network operator, in the process of restructuring of the company and transmission network to permit synchronisation with CESA  and with due account of the network energy efficiency and RES integration potential",0,2069996,0,1900000,0,1656335.6,0,2794793,Ukraine,100,Energy Policy,Energy policy and administrative management,100,,,30.5166,50.4334,,,UKR,UA,http://d-portal.org/q.html?aid=XI-IATI-EC_NEAR-2019/406-079
XI-IATI-EC_NEAR-2019/413-944,European Commission - DG Neighbourhood and Enlargement Negotiations,XI-IATI-EC_NEAR,EU,Translation and Interpretation Services,Implementation,2019-12-18,2023-12-17,Translation and Interpretation Services - Translation and Interpretation Services,0,95545.82,0,87699.23,0,76452.3,0,129000.625,Ukraine,100,Government & Civil Society-general,Public sector policy and administrative management,100,,,30.5166,50.4334,,,UKR,UA,http://d-portal.org/q.html?aid=XI-IATI-EC_NEAR-2019/413-944
XI-IATI-EC_NEAR-2019/409-592,European Commission - DG Neighbourhood and Enlargement Negotiations,XI-IATI-EC_NEAR,EU,Municipal Infrastructure Programme Phase II,Implementation,2019-12-19,2024-12-18,Municipal Infrastructure Programme Phase II covering two Sub-Projects: - Mariupol Solid Waste Management Sub-Project under Municipal Infrastructure Programme Phase II - Kherson Trolleybus Sub-Project under Municipal Infrastructure Programme Phase II,0,740840.7,0,680000,0,592793.8,0,1000241.7,Ukraine,100,Other Multisector,Urban development and management,100,,,30.5166,50.4334,,,UKR,UA,http://d-portal.org/q.html?aid=XI-IATI-EC_NEAR-2019/409-592
XI-IATI-EC_NEAR-2019/411-627,European Commission - DG Neighbourhood and Enlargement Negotiations,XI-IATI-EC_NEAR,EU,Investment Support to Ukraine Ternopil Bypass,Implementation,2019-12-20,2024-12-19,"The Project is a greenfield project, as there is no bypass north of the city of Ternopil, forcing traffic currently through the city centre. The first phase of the Project comprises the construction of 8,6 km of new Category I-b (4 traffic lanes) road starting from -#1052;-19 Road DomanoveLutskTernopilChernivtsiTerebleche (km 315+629) and ending at -#1052;-12 Road StryiTernopilKropyvnytskyiZnamyanka (km 160+100).",0,3486309.2,0,3200000,0,2789618,0,4707019.5,Ukraine,100,Transport & Storage,Road transport,100,,,30.5166,50.4334,,,UKR,UA,http://d-portal.org/q.html?aid=XI-IATI-EC_NEAR-2019/411-627
XI-IATI-EBRD-51440,European Bank for Reconstruction and Development,XI-IATI-EBRD,XI-IATI-EBRD,Green for Growth Fund: A-Shares,Implementation,2019-12-20,2029-07-02,"The proposed transaction is a re-investment of up to EUR 20 million in senior  A-class shares of GGF.  The proceeds of EBRD's investment will be used for on-lending to financial and  non-financial partner institutions (""PIs"") in accordance with the Fund's  investment guidelines. The loans to PIs are in the form of senior debt,  subordinated debt and guarantees, and aim to fund Energy Efficiency (""EE""),  Resource Efficiency (""RE"") and renewable energy projects across the Fund's  target region, including Southeast Europe, the East and South European  Neighbourhood Region (""ENR"").",21189712,0,20000000,0,17409012,0,28793438,0,Ukraine,14,Banking & Financial Services,Formal sector financial intermediaries,100,,BELGRADE,20.46513,44.80401,2,,UKR,UA,http://d-portal.org/q.html?aid=XI-IATI-EBRD-51440
XI-IATI-EBRD-51440,European Bank for Reconstruction and Development,XI-IATI-EBRD,XI-IATI-EBRD,Green for Growth Fund: A-Shares,Implementation,2019-12-20,2029-07-02,"The proposed transaction is a re-investment of up to EUR 20 million in senior  A-class shares of GGF.  The proceeds of EBRD's investment will be used for on-lending to financial and  non-financial partner institutions (""PIs"") in accordance with the Fund's  investment guidelines. The loans to PIs are in the form of senior debt,  subordinated debt and guarantees, and aim to fund Energy Efficiency (""EE""),  Resource Efficiency (""RE"") and renewable energy projects across the Fund's  target region, including Southeast Europe, the East and South European  Neighbourhood Region (""ENR"").",21189712,0,20000000,0,17409012,0,28793438,0,Ukraine,14,Banking & Financial Services,Formal sector financial intermediaries,100,,TUNIS,10.16579,36.81897,2,,UKR,UA,http://d-portal.org/q.html?aid=XI-IATI-EBRD-51440
XI-IATI-EBRD-51440,European Bank for Reconstruction and Development,XI-IATI-EBRD,XI-IATI-EBRD,Green for Growth Fund: A-Shares,Implementation,2019-12-20,2029-07-02,"The proposed transaction is a re-investment of up to EUR 20 million in senior  A-class shares of GGF.  The proceeds of EBRD's investment will be used for on-lending to financial and  non-financial partner institutions (""PIs"") in accordance with the Fund's  investment guidelines. The loans to PIs are in the form of senior debt,  subordinated debt and guarantees, and aim to fund Energy Efficiency (""EE""),  Resource Efficiency (""RE"") and renewable energy projects across the Fund's  target region, including Southeast Europe, the East and South European  Neighbourhood Region (""ENR"").",21189712,0,20000000,0,17409012,0,28793438,0,Ukraine,14,Banking & Financial Services,Formal sector financial intermediaries,100,,AMMAN,35.94503,31.95522,2,,UKR,UA,http://d-portal.org/q.html?aid=XI-IATI-EBRD-51440
XI-IATI-EBRD-51440,European Bank for Reconstruction and Development,XI-IATI-EBRD,XI-IATI-EBRD,Green for Growth Fund: A-Shares,Implementation,2019-12-20,2029-07-02,"The proposed transaction is a re-investment of up to EUR 20 million in senior  A-class shares of GGF.  The proceeds of EBRD's investment will be used for on-lending to financial and  non-financial partner institutions (""PIs"") in accordance with the Fund's  investment guidelines. The loans to PIs are in the form of senior debt,  subordinated debt and guarantees, and aim to fund Energy Efficiency (""EE""),  Resource Efficiency (""RE"") and renewable energy projects across the Fund's  target region, including Southeast Europe, the East and South European  Neighbourhood Region (""ENR"").",21189712,0,20000000,0,17409012,0,28793438,0,Ukraine,14,Banking & Financial Services,Formal sector financial intermediaries,100,,BEIRUT,35.50157,33.89332,2,,UKR,UA,http://d-portal.org/q.html?aid=XI-IATI-EBRD-51440
XI-IATI-EBRD-51440,European Bank for Reconstruction and Development,XI-IATI-EBRD,XI-IATI-EBRD,Green for Growth Fund: A-Shares,Implementation,2019-12-20,2029-07-02,"The proposed transaction is a re-investment of up to EUR 20 million in senior  A-class shares of GGF.  The proceeds of EBRD's investment will be used for on-lending to financial and  non-financial partner institutions (""PIs"") in accordance with the Fund's  investment guidelines. The loans to PIs are in the form of senior debt,  subordinated debt and guarantees, and aim to fund Energy Efficiency (""EE""),  Resource Efficiency (""RE"") and renewable energy projects across the Fund's  target region, including Southeast Europe, the East and South European  Neighbourhood Region (""ENR"").",21189712,0,20000000,0,17409012,0,28793438,0,Ukraine,14,Banking & Financial Services,Formal sector financial intermediaries,100,,TIRANA,19.81889,41.3275,2,,UKR,UA,http://d-portal.org/q.html?aid=XI-IATI-EBRD-51440
